순번,업체명,선정년도,지방청,주소,전화번호,팩스번호,업종,기업규모,주생산품목,연구분야
459,(주)코아쥬얼리,2002,서울,서울특별시 성동구 아차산로,02-469-5962,02-469-5964,생활용품,중소기업,귀금속장신구및관련제품제조업,
460,(주)코엔지,2020,서울,서울특별시 금천구 가산디지털1로,02-838-6300,028394700,기계,중소기업,,
461,(주)콘텐츠브릿지,2017,서울,서울특별시 강남구 언주로,02-562-0694,02-562-0695,정보처리,중소기업,,
462,(주)콩스튜디오코리아,2017,서울,서울특별시 서초구 사임당로,025322063,025322064,게임S/W,중소기업,게임소프트웨어제작업,
463,(주)쿠콘,2021,서울,서울특별시 영등포구 영신로,0237790646,027840876,정보처리,중소기업,,
464,(주)쿼렌시스,2020,서울,서울특별시 성동구 연무장5가길,070-4773-3777,02-6442-3724,정보처리,중소기업,,
465,(주)큐센텍,2019,서울,서울특별시 영등포구 선유로,070-8280-2326,0303-3440-5412,정보처리,중소기업,,
466,(주)큐피스트(Cupist Inc.),2022,서울,서울특별시 강남구 논현로85길,025170880,0232883010,정보처리,중소기업,,
467,(주)크래프톤,2016,서울,서울특별시 강남구 테헤란로,02-6250-0802,0504-025-4921,게임S/W,중견기업,,
468,(주)크래프톤 서초,2016,서울,서울특별시 서초구 서초대로38길,02-6250-0802,0504-025-4921,정보처리,중견기업,,
469,(주)크래프트테크놀로지스,2022,서울,서울특별시 영등포구 국제금융로,024878555,024878555,정보처리,중소기업,,
470,(주)크레스라이트,2019,서울,서울특별시 강서구 마곡동로8길,0269526829,0269526828,전기,중소기업,,
471,(주)크리마,2020,서울,서울특별시 성동구 아차산로17길,010-4816-2688,0262808290,정보처리,중소기업,,
472,(주)크리에이트립,2020,서울,서울특별시 강남구 강남대로,070-4327-2312,0269512763,정보처리,중소기업,,
473,(주)클라루스,2019,서울,서울특별시 중랑구 면목로34길,02-515-5018,02-515-5019,전기,중소기업,,
474,(주)클라썸,2019,서울,서울특별시 강남구 테헤란로2길,02-6091-2897,070-8237-0109,정보처리,중소기업,,
475,(주)클라우드네트웍스,2022,서울,서울특별시 강남구 영동대로96길,025458324,025459779,정보처리,중소기업,,
476,(주)클래게임즈,2019,서울,서울특별시 강남구 봉은사로,0264152600,----,게임S/W,중소기업,,
477,(주)클래시스,2019,서울,서울특별시 송파구 법원로11길,070-4739-8940,02-6008-3457,의료의약,중소기업,,
478,(주)탈잉,2019,서울,서울특별시 성동구 아차산로,010-5008-5049,02-6305-1607,정보처리,중소기업,,
479,(주)탑테크이십일,2012,서울,서울특별시 금천구 가산디지털2로,02-862-3964,02-861-2556,철강,중소기업,,
480,(주)태산인디고,2021,서울,서울특별시 중구 충무로,0222692488,0222692489,화학,중소기업,,
481,(주)터치터치,2016,서울,서울특별시 노원구 광운로,070-8258-9286,0504-200-9286,정보처리,중소기업,,
482,(주)테르텐,2019,서울,서울특별시 구로구 디지털로26길,02-6952-7075,02-6952-7076,정보처리,중소기업,,
483,(주)테이크원컴퍼니,2019,서울,서울특별시 강남구 봉은사로,02-6959-6108,02-6959-6109,게임S/W,중소기업,,
484,(주)테이텀,2021,서울,서울특별시 강남구 테헤란로,02-6949-2446,020000000,정보처리,중소기업,,
485,(주)텐핑거스,2020,서울,서울특별시 서초구 나루터로,070-4410-8836,00000000000,정보처리,중소기업,,
486,(주)텔루스,2020,서울,서울특별시 영등포구 당산로41길,0264868800,0264868900,정보처리,중소기업,,
487,(주)템퍼스,2021,서울,서울특별시 노원구 공릉로,029446513,029446522,전자,중소기업,,
488,(주)토이스미스,2015,서울,서울특별시 강남구 논현로67길,070-7563-8336,070-7563-8337,정보처리,중소기업,,
489,(주)투게더앱스,2019,서울,서울특별시 강남구 논현로111길,02-6959-5812,02-6959-5819,정보처리,중소기업,,
490,(주)투비원솔루션즈,2018,서울,서울특별시 송파구 법원로,02-6951-1761,02-6951-1762,정보처리,중소기업,,
491,(주)투윈스컴,1997,서울,서울특별시 성동구 아차산로11길,02-3409-0811,02-3409-2366,통신기기,중소기업,해당사항없음,
492,(주)튜링,2021,서울,서울특별시 강남구 테헤란로,070-4281-4869,02-6499-9161,정보처리,중소기업,,
493,(주)트루엔,2013,서울,서울특별시 구로구 디지털로33길,02-6738-6000,02-2108-1595,통신기기,중소기업,,
494,(주)트리거파트너스,2020,서울,서울특별시 강남구 논현로114길,02-785-2016,070-8282-6888,정보처리,중소기업,,
495,(주)트릿지,2021,서울,서울특별시 서초구 방배로,02-6953-5601,02-6674-6600,정보처리,중소기업,,
496,(주)티라유텍,2013,서울,서울특별시 강남구 학동로5길,02-3461-6531,02-3461-6532,정보처리,중소기업,,
497,(주)티벨,2021,서울,서울특별시 강남구 강남대로,07077779113,07076107540,정보처리,중소기업,,
498,(주)티에이치센서,2013,서울,서울특별시 금천구 가산디지털2로,02-897-0095,02-897-0096,전자,중소기업,,
499,(주)티엔씨테크날로지,2000,서울,서울특별시 강남구 도곡로,023-446-4191,023-446-4194,정보처리,중소기업,해당사항없음,
500,(주)티지360테크놀로지스,2020,서울,서울특별시 강남구 테헤란로,02-6077-9900,02-6077-9999,정보처리,중소기업,,
501,(주)티클,2021,서울,서울특별시 용산구 이태원로,010-2948-7309,050-7531-7309,정보처리,중소기업,,
502,(주)팀엘리시움,2018,서울,서울특별시 서초구 효령로29길,070-8624-0516,070-4324-5846,정보처리,중소기업,,
503,(주)팀오투,2020,서울,서울특별시 강남구 테헤란로2길,02-6249-0202,02-511-3223,정보처리,중소기업,정보처리및기타컴퓨터운영관련업,
504,(주)파루씨앤씨,2020,서울,서울특별시 구로구 디지털로33길,02-6341-8600,026-341-8609,정보처리,중소기업,,
505,(주)파모즈,2018,서울,서울특별시 마포구 토정로,02-332-8148,02-332-8147,정보처리,중소기업,,
506,(주)파운트,2020,서울,서울특별시 중구 한강대로,0220380263,0262808454,정보처리,중소기업,,
507,(주)파이랩테크놀로지,2019,서울,서울특별시 성동구 성수일로8길,02-552-3720,0508-900-3895,정보처리,중소기업,,
508,(주)파이퀀트,2021,서울,서울특별시 용산구 한강대로,02-2088-8765,070-4032-7566,정보처리,중소기업,,
509,(주)파코코리아인더스,2019,서울,서울특별시 금천구 두산로,022-169-2500,022-169-2549,전자,중소기업,,
510,(주)팝콘솔루션,2021,서울,서울특별시 광진구 광나루로,02--363--8118,02--363--8118,정보처리,중소기업,,
511,(주)퍼니글루,2009,서울,서울특별시 마포구 성암로,02-3153-7241,02-303-2258,게임S/W,벤처기업,,
512,(주)퍼니플럭스,2021,서울,서울특별시 마포구 매봉산로,02-376-0999,02-777-9391,애니메이션,중소기업,,
513,(주)퍼플랩,2015,서울,서울특별시 강남구 테헤란로8길,02-6182-4634,02-6182-4635,게임S/W,중소기업,,
514,(주)퍼플랩스,2020,서울,서울특별시 강남구 선릉로93길,070-4754-2278,070-4754-2279,정보처리,중소기업,,
515,(주)펄핏,2021,서울,서울특별시 강남구 역삼로17길,0266775353,0266775353,정보처리,중소기업,,
516,(주)페라솔루션,2021,서울,서울특별시 중구 퇴계로,02-907-9297,02-2268-9481,정보처리,중소기업,,
517,(주)페르세우스,2021,서울,서울특별시 강남구 테헤란로,010-5048-5908,02-3487-9077,정보처리,중소기업,,
518,(주)페이머스워커,2021,서울,서울특별시 금천구 가산디지털1로,02-6269-1101,070-7007-2300,게임S/W,중소기업,,
519,(주)페이크아이즈,2021,서울,서울특별시 마포구 월드컵북로,070-4910-8013,0303-3444-8013,게임S/W,중소기업,,
520,(주)페이타랩,2021,서울,서울특별시 강남구 영동대로85길,070-4895-6476,05054861233,정보처리,중소기업,,
521,(주)페이히어,2021,서울,서울특별시 강남구 강남대로,02-6956-6622,02-6956-6620,정보처리,중소기업,,
522,(주)페칭,2021,서울,서울특별시 서초구 사평대로55길,070-4259-5076,050-4722-8045,정보처리,중소기업,정보처리및기타컴퓨터운영관련업,
523,(주)포비즈코리아,2019,서울,서울특별시 서초구 바우뫼로37길,0220582214,0220582215,정보처리,중소기업,,
524,(주)포스윈,2017,서울,서울특별시 구로구 디지털로31길,070-4633-2500,070-4015-2500,정보처리,중소기업,,
525,(주)포시에스,2013,서울,서울특별시 강남구 논현로,02-6188-8200,0261888480,정보처리,중소기업,,
526,(주)포티투마루,2018,서울,서울특별시 서초구 신반포로,02-6952-9201,02-6952-9202,정보처리,중소기업,,
527,(주)폴리큐브,2012,서울,서울특별시 강남구 테헤란로86길,02--554--6295,02--554--6583,정보처리,중소기업,,
528,(주)푸른기술가산공장,2020,서울,서울특별시 금천구 가산디지털2로,0269594301,028691633,통신기기,중소기업,,
529,(주)푸른망아지,2021,서울,서울특별시 관악구 남부순환로,070-7178-4912,070-7004-3879,정보처리,중소기업,,
530,(주)퓨처로봇,2015,서울,서울특별시 강남구 역삼로,02-508-6860,02-568-6865,정보처리,중소기업,,
531,(주)퓨쳐위즈,2008,서울,서울특별시 강남구 테헤란로4길,010-2319-5598,026-008-8910,정보처리,대기업,,
532,(주)프라이빗노트,2021,서울,서울특별시 관악구 관악로,02-539-3005,05089325801,정보처리,중소기업,,
533,(주)프람트테크놀로지,2020,서울,서울특별시 강남구 논현로81길,025536441,025536442,정보처리,중소기업,,
534,(주)프러스상사,2014,서울,서울특별시 영등포구 선유로54길,02-2679-4131,02-2679-4130,기계,중소기업,,
535,(주)프로젝트노아,2020,서울,서울특별시 구로구 디지털로29길,070-8845-2030,02-2672-2030,생활용품,중소기업,,
536,(주)프리윌린,2019,서울,서울특별시 관악구 관악로,010-2909-1864,02-6008-5635,정보처리,중소기업,,
537,(주)플라스크,2021,서울,서울특별시 강남구 테헤란로79길,020000000,0200000000,정보처리,중소기업,,
538,(주)플랜잇헬스케어,2021,서울,서울특별시 강남구 역삼로,02-6498-9920,02-6488-9936,정보처리,중소기업,,
539,(주)플레이오토,2013,서울,서울특별시 구로구 디지털로26길,070-7011-6093,02-6925-4604,정보처리,중소기업,,
540,(주)플레이하드,2021,서울,서울특별시 마포구 양화로,070-4322-1757,070-4322-1758,정보처리,대기업,,
541,(주)플리토,2020,서울,서울특별시 강남구 테헤란로,07042353201,07082440142,정보처리,중소기업,,
542,(주)피르마이노베이션그룹,2021,서울,서울특별시 중구 퇴계로,02-6250-5309,02-6312-8970,정보처리,중소기업,,
543,(주)피씨엔,2018,서울,서울특별시 강남구 학동로,02-565-7740,02-565-7790,정보처리,중소기업,,
544,(주)피알앤디컴퍼니,2016,서울,서울특별시 서초구 서초대로74길,02-1599-4783,0504-339-1385,정보처리,중소기업,,
545,(주)피에조테크놀리지,2015,서울,서울특별시 중랑구 봉화산로,02-3421-0371,0315720373,전기,중소기업,,
546,(주)피플벤처스,2021,서울,서울특별시 마포구 성암로,0220886378,05080908877,정보처리,중소기업,데이터베이스및온라인정보제공업,
547,(주)피플펀드컴퍼니,2018,서울,서울특별시 서초구 서초대로74길,02-6212-2181,,정보처리,중소기업,,
548,(주)픽소,2021,서울,서울특별시 마포구 월드컵북로6길,010-7176-7664,050-4266-8755,정보처리,중소기업,,
549,(주)핀다,2020,서울,서울특별시 강남구 테헤란로,02-6959-1335,02-6442-1330,정보처리,중소기업,,
550,(주)핀업,2020,서울,서울특별시 강남구 삼성로95길,025658138,025655755,정보처리,중소기업,컴퓨터및패키지소프트웨어도매업,
551,(주)필라넷,2019,서울,서울특별시 강남구 도산대로,02-2008-3600,02-562-4130,정보처리,중소기업,,
552,(주)핑거,2018,서울,서울특별시 영등포구 여의대로,02-799-2548,02-799-2500,정보처리,중소기업,,
553,(주)하우스오브리벨스,2020,서울,서울특별시 강남구 논현로134길,070-7750-5252,0000,정보처리,중소기업,,
554,(주)하이디어솔루션즈,2020,서울,서울특별시 성동구 아차산로,0262036500,0262036502,통신기기,중소기업,,
555,(주)하이어엑스,2020,서울,서울특별시 중구 남대문로9길,070-7122-0913,0303-3448-0913,정보처리,중소기업,,
556,(주)하이컴텍,2017,서울,서울특별시 금천구 가산디지털1로,02-1566-8591,02-861-4409,정보처리,중소기업,,
557,(주)하이퍼리즘,2018,서울,서울특별시 관악구 관악로,02-6368-1838,070-8220-6366,정보처리,중소기업,,
558,(주)한강기전,1997,서울,서울특별시 영등포구 선유로33길,02-2678-4455,02-2672-3051,전기,중소기업,해당사항없음,
559,(주)한국기업보안,2019,서울,서울특별시 서초구 강남대로99길,02-514-7786,02-6008-7335,정보처리,중소기업,,
560,(주)한국아이티컨설팅,2021,서울,서울특별시 서초구 서초중앙로,02-582-2400,02-583-9242,정보처리,중소기업,프로그램공급업,
561,(주)한국퍼버트기연,1992,서울,서울특별시 구로구 부일로1나길,02-2637-0111,02-2637-3780,기계,중소기업,해당사항없음,
562,(주)한국해양기상기술,2020,서울,서울특별시 구로구 경인로53길,0236673255,0260083334,정보처리,중소기업,,
563,(주)한성,2016,서울,서울특별시 강서구 마곡중앙8로7길,070-7595-7111,027145714,통신기기,중견기업,,
564,(주)한터글로벌,2020,서울,서울특별시 강남구 봉은사로109길,02-449-2347,02-449-2256,정보처리,중소기업,,
565,(주)합동전자산업,2017,서울,서울특별시 영등포구 양산로,02-3273-0011,027011615,통신기기,중소기업,,
566,(주)해긴,2019,서울,서울특별시 구로구 경인로,02-6951-5001,02-6455-6951,게임S/W,중소기업,,
567,(주)해올정보기술,2021,서울,서울특별시 서초구 서초중앙로,02-525-5551,02-525-5846,정보처리,중소기업,,
568,(주)핸디커뮤니케이션즈,2016,서울,서울특별시 금천구 가산디지털1로,023-289-9437,02-6455-5934,정보처리,중소기업,,
569,(주)헤렌,2018,서울,서울특별시 성동구 성수일로8길,02-469-9575,02-465-9575,정보처리,중소기업,,
570,(주)헥슬란트,2019,서울,서울특별시 강남구 강남대로,070-7711-2733,---,정보처리,중소기업,,
571,(주)헬로월드,2016,서울,서울특별시 강남구 봉은사로18길,02-6925-7375,025546884,정보처리,중소기업,,
572,(주)헬스허브,2021,서울,서울특별시 서초구 강남대로101길,02-511-3601,02-548-6646,정보처리,중소기업,,
573,(주)협성히스코,1993,서울,서울특별시 영등포구 선유로43길,02-2677-6041,022-039-3512,기계,중소기업,해당사항없음,
574,(주)화인쥬얼리,2011,서울,서울특별시 서초구 남부순환로315길,02-598-8787,02-3471-7726,생활용품,중소기업,,
575,(주)휴노,2021,서울,서울특별시 마포구 마포대로,070-4603-1827,02-313-4048,정보처리,중소기업,,
576,(주)휴니크,2020,서울,서울특별시 영등포구 경인로,02-545-4824,02-545-4834,기계,중소기업,,
577,(주)휴레이포지티브,2022,서울,서울특별시 강남구 강남대로,025140406,0221391139,정보처리,중소기업,,
578,(주)휴마트컴퍼니,2018,서울,서울특별시 서초구 강남대로,02-6435-1242,02-6081-1242,정보처리,중소기업,,
579,(주)휴먼스케이프,2019,서울,서울특별시 강남구 봉은사로86길,070-4900-1130,070-8630-2002,정보처리,중소기업,,
580,(주)휴먼플러스,2017,서울,서울특별시 영등포구 당산로41길,02-718-1500,02-718-1300,정보처리,중소기업,,
581,(주)휴메카정보통신,2013,서울,서울특별시 중구 마장로,02-2266-2796,02-2266-2799,정보처리,중소기업,,
582,(주)휴엔시스템,2018,서울,서울특별시 금천구 가산디지털1로,02-861-0216,0504-844-0215,정보처리,중소기업,,
583,(주)히스코센서,2016,서울,서울특별시 영등포구 선유로3길,02-2284-3737,02-2284-3740,전자,중소기업,,
584,㈜공간소프트,2013,서울,서울특별시 금천구 가산디지털1로,070-4257-3009,070-4196-8128,정보처리,중소기업,,
585,㈜나무애니메이션,2020,서울,서울특별시 금천구 디지털로,02-858-1342,02-867-1340,애니메이션,중소기업,,
586,㈜나트리스,2020,서울,서울특별시 영등포구 여의대로,026-951-1610,026-951-1611,게임S/W,중소기업,,
587,㈜넥스텝스튜디오,2020,서울,서울특별시 서초구 서초중앙로,025575081,02-587-7429,게임S/W,중소기업,게임소프트웨어제작업,
588,㈜달콤소프트,2020,서울,서울특별시 강남구 대치동 ,02--548--9531,02--548--9532,게임S/W,중소기업,,
589,㈜대주메디테크엔지니어링,2020,서울,서울특별시 성동구 성수일로10길,0222080905,024380905,의료의약,중소기업,,
590,㈜로이비쥬얼,2022,서울,서울특별시 강남구 학동로30길,07046406857,0234452193,애니메이션,중소기업,,
591,㈜모비릭스,2020,서울,서울특별시 금천구 가산디지털1로,02-2028-5701,022-028-5714,게임S/W,중소기업,게임소프트웨어제작업,
592,㈜무신사랩,2022,서울,서울특별시 성동구 아차산로13길,070-5129-2630,02-6280-4128,정보처리,중견기업,,
593,㈜버프스튜디오,2019,서울,서울특별시 구로구 디지털로34길,070-4324-4131,030334414887,게임S/W,중소기업,,
594,㈜브릭슨,2021,서울,서울특별시 성동구 광나루로8길,02-2633-8820,02-2038-8488,애니메이션,중소기업,교육서비스업,
595,㈜선우앤컴퍼니,2021,서울,서울특별시 구로구 디지털로32길,02-2103-8003,02-2103-8096,애니메이션,중소기업,농업,
596,㈜수성엔지니어링서울지점,2022,서울,서울특별시 송파구 정의로8길,0221429296,0221429075,국내건설,중견기업,,
597,㈜스토리타코,2020,서울,서울특별시 금천구 가산디지털1로,02-6671-8352,0303-3443-5023,게임S/W,중소기업,,
598,㈜스튜디오미르,2020,서울,서울특별시 금천구 디지털로9길,02-862-0571,02-862-0589,애니메이션,중소기업,,
599,㈜안트로젠,2020,서울,서울특별시 금천구 디지털로,0221040391,022-104-0391,의료의약,중소기업,,
600,㈜에스엔씨엔터테인먼트,2020,서울,서울특별시 금천구 가산디지털1로,070-7798-2621,0504-066-2621,게임S/W,중소기업,,
601,㈜에이아이더뉴트리진서울사무소,2019,서울,서울특별시 강남구 논현로,02-563-2244,02-2179-8303,정보처리,중소기업,,
602,㈜에코트론,2022,서울,서울특별시 금천구 디지털로9길,0220253760,0220253764,의료의약,중소기업,,
603,㈜이엔피게임즈,2020,서울,서울특별시 금천구 벚꽃로,070-4651-5880,070-4325-7217,게임S/W,중소기업,,
604,㈜인트로메딕,2020,서울,서울특별시 구로구 디지털로31길,028019311,028019330,의료의약,중소기업,,
605,㈜제이브라운,2020,서울,서울특별시 구로구 디지털로27길,02-2028-3600,02-868-7199,식음료,중소기업,,
606,㈜참케어,2020,서울,서울특별시 금천구 가산디지털1로,07047426561,028625065,의료의약,중소기업,,
607,㈜퍼즐몬스터즈,2020,서울,서울특별시 관악구 봉천로,010-7128-7663,,게임S/W,중소기업,,
608,㈜포니게임즈,2020,서울,서울특별시 마포구 성미산로,02-332-4887,,게임S/W,중소기업,,
609,㈜프롬더레드,2020,서울,서울특별시 서대문구 북아현로,02-393-2574,023920383,게임S/W,중소기업,,
610,㈜피앤피시큐어,2020,서울,서울특별시 강서구 마곡서로,026-988-1123,026-988-1299,정보처리,중소기업,컴퓨터및패키지소프트웨어도매업,
611,㈜한국금거래소쓰리엠,2022,서울,서울특별시 종로구 돈화문로5가길,07047170739,027416314,생활용품,중견기업,,
612,"가우디오랩 주식회사(Gaudio Lab, Inc.)",2021,서울,서울특별시 강남구 테헤란로,025621968,025621877,정보처리,중소기업,,
613,강우기업(주),2015,서울,서울특별시 서초구 서초대로52길,02-521-9933,02-522-3040,국내건설,중소기업,,
614,경보전기(주),1997,서울,서울특별시 성동구 성수일로12가길,02-465-1138,02-497-2240,전기,중소기업,해당사항없음,
615,경인계측시스템(주),2014,서울,서울특별시 금천구 가산디지털2로,02-839-4788,02-839-4789,기계,중소기업,,
616,구루멘토링(주),2020,서울,서울특별시 구로구 디지털로,0222247321,0269371321,정보처리,중소기업,,
617,굿모니터링(주),2020,서울,서울특별시 서대문구 간호대로3길,07049481274,027779537,정보처리,중소기업,,
618,기능올림픽,2000,서울,서울특별시 영등포구 여의대방로43길,,,기능특기자,해당사항없음,전자코일,
619,기분좋은커뮤니케이션,2019,서울,서울특별시 구로구 디지털로,02-3141-1347,02-3142-5450,정보처리,중소기업,,
620,기산전자(주),2008,서울,서울특별시 성동구 성수이로20길,02-2204-7883,02-2204-7899,기계,중소기업,,
621,김스애드,2020,서울,서울특별시 중랑구 용마산로,024379151,024379156,철강,중소기업,,
622,나오테크놀로지스(주),2002,서울,서울특별시 금천구 가산디지털1로,02-2109-2601,02-2109-2699,전기,중소기업,전기회로개폐,
623,나온아이앤티(주),2014,서울,서울특별시 금천구 가산디지털1로,02-2627-5787,02-2627-5789,통신기기,중소기업,,
624,나인파이브,2018,서울,서울특별시 서초구 사임당로,02--456--7838,02--456--7837,정보처리,중소기업,,
625,넛지헬스케어 주식회사,2021,서울,서울특별시 강남구 역삼로1길,070-4942-6856,050-4842-0418,정보처리,중소기업,,
626,네오그라프,2015,서울,서울특별시 금천구 가산디지털2로,02-541-5331,02-541-5338,정보처리,중소기업,,
627,누비랩,2021,서울,서울특별시 강남구 테헤란로,010-5042-0466,050-4190-3791,정보처리,중소기업,,
628,뉴티씨,2013,서울,서울특별시 서초구 효령로,02-704-4774,02-704-4733,전자,벤처기업,,
629,다손테크(주)(지점),2018,서울,서울특별시 금천구 서부샛길,031-932-3082,02-858-3083,정보처리,중소기업,,
630,다솜네트웍스(주),2020,서울,서울특별시 마포구 백범로,026-357-1004,026-004-5953,정보처리,중소기업,,
631,다야몬즈㈜,2021,서울,서울특별시 송파구 법원로,02-560-4813,025604816,게임S/W,중소기업,,
632,다인리더스,2020,서울,서울특별시 성동구 성수일로8길,025142060,025142062,정보처리,중소기업,,
633,다한정보기술,2020,서울,서울특별시 금천구 서부샛길,02-861-8088,02-861-8089,정보처리,중소기업,,
634,단비코리아,2020,서울,서울특별시 성동구 성수일로,02-1544-3829,02-6000-9461,정보처리,중소기업,,
635,당근마켓,2019,서울,서울특별시 서초구 강남대로,010-2472-2014,030334414253,정보처리,중소기업,,
636,대가파우더시스템(주),2021,서울,서울특별시 구로구 부일로1나길,02-2613-5257,02-2616-5258,기계,중소기업,,
637,대신엔터프라이즈,2015,서울,서울특별시 구로구 디지털로33길,02-2108-2198,02-2108-2181,의료의약,중소기업,,
638,대윤계기산업(주),2001,서울,서울특별시 구로구 디지털로31길,02-858-6870,02-866-9422,전자,중소기업,기타측정,
639,데브시스터즈(주),2011,서울,서울특별시 강남구 도산대로,070-8828-9699,070-8895-0430,정보처리,중소기업,,
640,데이블,2020,서울,서울특별시 강남구 테헤란로,070-5178-9027,030334463336,정보처리,중소기업,,
641,데일리펀딩,2020,서울,서울특별시 강남구 언주로,025629666,025629668,정보처리,중소기업,,
642,델타기계(주),2020,서울,서울특별시 구로구 부일로1나길,02-6096-7605,02-2618-8726,기계,중소기업,,
643,돈흥실업(주),1999,서울,서울특별시 금천구 가산디지털1로,02-868-9849,02-861-2912,기계,중소기업,해당사항없음,
644,두나무(주),2016,서울,서울특별시 강남구 테헤란로4길,070-8230-3391,025678455,정보처리,대기업,,
645,두양건축,2020,서울,서울특별시 강남구 역삼로37길,0234521222,0234528781,국내건설,중소기업,,
646,듀코젠,2020,서울,서울특별시 마포구 성암로,02-305-5002,05042903098,정보처리,중소기업,,
647,드제이,2019,서울,서울특별시 마포구 양화로12길,02-2266-4433,0504-347-2268,정보처리,중소기업,,
648,디노플러스(주),2020,서울,서울특별시 강남구 선릉로112길,025496669,025482224,정보처리,중소기업,,
649,디딤365 주식회사 (Didim365 Inc.),2019,서울,서울특별시 금천구 디지털로9길,070-7784-5383,026-008-2076,정보처리,중소기업,,
650,디비비전(주),2015,서울,서울특별시 금천구 디지털로9길,02-3272-9737,02-3272-9027,정보처리,중소기업,,
651,디앤에스에버 주식회사,1999,서울,서울특별시 강남구 강남대로,070-4639-5250, 02-6455-5336,정보처리,중소기업,,
652,디어코퍼레이션,2020,서울,서울특별시 강남구 봉은사로82길,070-7731-8651,02--466--9086,정보처리,중소기업,,
653,디지탈센스,2019,서울,서울특별시 금천구 벚꽃로,023-473-7760,023-473-7720,정보처리,중소기업,,
654,라온스토리,2020,서울,서울특별시 금천구 가산디지털2로,070-7010-7108,02--852--1198,정보처리,중소기업,,
655,라온화이트햇,2018,서울,서울특별시 강남구 테헤란로,070-8240-5732,02-565-5350,정보처리,중소기업,,
656,라임프렌즈,2020,서울,서울특별시 금천구 가산디지털1로,05059010608,05059050608,정보처리,중소기업,,
657,람다256주식회사,2019,서울,서울특별시 강남구 테헤란로4길,010-9124-5164,02-568-2561,정보처리,대기업,,
658,레드테이블,2019,서울,서울특별시 중구 명동3길,026-964-7955,050-5459-3750,정보처리,중소기업,,
659,로앤굿 주식회사,2021,서울,서울특별시 강남구 테헤란로83길,010-5102-2543,0269533777,정보처리,중소기업,,
660,로완,2018,서울,서울특별시 중구 통일로,02-6731-0810,02-6930-5569,정보처리,중소기업,,
661,리디(주),2017,서울,서울특별시 강남구 테헤란로,02-6196-0313,02-6012-0332,정보처리,중소기업,,
662,리서치이노션,2022,서울,서울특별시 강남구 강남대로,07088276052,0269541018,정보처리,중소기업,,
663,마이뮤직테이스트,2019,서울,서울특별시 강남구 논현로131길,070-8808-1492,070-4850-8145,정보처리,중소기업,,
664,마인드로직 주식회사,2021,서울,서울특별시 중구 삼일대로,070-5102-6560,0505-960-9770,정보처리,중소기업,,
665,마크애니,2015,서울,서울특별시 중구 퇴계로,02-2262-5200,02-2262-5333,정보처리,중소기업,,
666,마피아컴퍼니,2019,서울,서울특별시 용산구 한강대로,02-2299-8879,---,정보처리,중소기업,,
667,매드오카,2018,서울,서울특별시 구로구 디지털로,02-2082-1640,02-2082-1641,정보처리,중소기업,,
668,매스프레소,2018,서울,서울특별시 강남구 선릉로,010-7511-5210,023229434,정보처리,중소기업,,
669,매쓰팡,2021,서울,서울특별시 관악구 관악로,010-8956-6382,0504-230-6382,정보처리,중소기업,,
670,메가존(주),2019,서울,서울특별시 강남구 논현로85길,02-2108-9238,0507-0339-9142,정보처리,중견기업,,
671,메가존클라우드(주),2019,서울,서울특별시 강남구 논현로85길,02-2108-9105,0221092599,정보처리,중견기업,,
672,메디컬아이피(주),2020,서울,서울특별시 종로구 대학로,0221359148,0221359149,정보처리,중소기업,,
673,메인테크플랜트(주),2011,서울,서울특별시 양천구 목동동로,02-2168-3341,02-2168-3343,국내건설,중소기업,,
674,메타빌드(주),1999,서울,서울특별시 서초구 서초중앙로,02-598-3327,02-598-3329,정보처리,중소기업,해당사항없음,
675,모두닥 주식회사,2021,서울,서울특별시 강남구 테헤란로2길,010-3137-2748,020000000,정보처리,중소기업,,
676,모디엠,2018,서울,서울특별시 성동구 성수일로4길,02-2115-8921,02-2115-8924,정보처리,중소기업,,
677,모바일엔트로피,2020,서울,서울특별시 마포구 독막로,02-717-5196,02-717-5159,정보처리,중소기업,,
678,모비어스앤밸류체인(주),2020,서울,서울특별시 강남구 테헤란로,02-598-5836,02-598-5838,정보처리,중견기업,,
679,무브 주식회사,2010,서울,서울특별시 강남구 테헤란로55길,070-4353-3541,02-6008-8286,정보처리,벤처기업,,
680,뮤직카우,2021,서울,서울특별시 중구 세종대로,02-4616-5494,07046166155,정보처리,중소기업,,
681,미래이앤아이,2015,서울,서울특별시 금천구 디지털로9길,022-027-5858,022-027-5855,전기,중소기업,,
682,미림미디어랩(주),2016,서울,서울특별시 마포구 매봉산로,02-6275-2020,02-2179-9363,정보처리,중소기업,,
683,반석정밀공업(주),2011,서울,서울특별시 성동구 왕십리로,02--469--1239,02--469--6955,기계,중소기업,,
684,버바검프(주),2020,서울,서울특별시 서초구 서초대로,01062904330,0269495418,정보처리,중소기업,,
685,버즈빌,2019,서울,서울특별시 송파구 석촌호수로,010-2722-9033,022-202-5513,정보처리,중소기업,,
686,베이글코드,2015,서울,서울특별시 강남구 테헤란로,010-2501-9945,02-6008-0784,게임S/W,중소기업,,
687,보은전자방송통신(주),1995,서울,서울특별시 강서구 양천로57길,02-2659-0333,02-2659-8133,통신기기,중소기업,해당사항없음,
688,브이씨엔씨(주),2013,서울,서울특별시 강남구 테헤란로,010-2251-3164,050-5296-1234,정보처리,중견기업,,
